origin_lat,origin_lng,destination_lat,destination_lng,price_normal_final,price_normal_raw,price_bike_final,price_bike_raw,timestamp,surge,distance,duration
35.543985,51.64273,35.55931,51.416343,1460000,1460000,1705000,1705000,1722176186,FALSE,38651.33983,2398.954
35.821397,51.66046,35.669995,51.104104,3840000,3840000,2885000,2885000,1722177126,FALSE,71903.65445,5385.301999
35.684884,51.044972,35.568849,51.436561,1730000,1730000,1605000,1605000,1722177189,FALSE,55317.69019,2988.816
35.659756,51.316733,35.588971,51.050514,1560000,1560000,1785000,1785000,1722177675,FALSE,36366.87126,2654.043
35.523104,51.101665,35.702179,51.105403,2180000,2180000,2245000,2245000,1722177737,FALSE,44130.91308,3392.916999
35.715022,51.518449,35.557491,51.117969,2170000,2170000,1915000,1915000,1722177799,FALSE,57357.79995,3280.437
35.683827,51.172772,35.83795,51.058331,1450000,1450000,1595000,1595000,1722177862,FALSE,39475.70318,2567.868
35.62061,51.201239,35.69279,51.034181,1130000,1130000,1315000,1315000,1722177923,FALSE,22468.60741,1820.166999
35.72889,51.678988,35.679802,51.408758,1830000,1830000,2175000,2175000,1722178045,FALSE,45299.08606,3080.674999
35.759913,51.30718,35.6769,51.298507,920000,920000,895000,895000,1722178107,FALSE,16857.15505,1597.318999
35.503558,51.607651,35.601798,51.514419,1140000,1140000,1595000,1595000,1722178230,FALSE,21030.84548,1535.163
35.894844,51.563231,35.78117,51.30377,3330000,3330000,,,1722178292,FALSE,56004.99655,4283.587999
35.909512,51.529073,35.672049,51.485677,2570000,2570000,,,1722178415,FALSE,36572.1222,3136.009
35.835242,51.049739,35.879831,51.533598,4240000,4240000,,,1722178658,FALSE,77735.55648,5395.08
35.503615,51.116208,35.807039,51.401829,2090000,2090000,2745000,2745000,1722178904,FALSE,55783.53609,3917.800999
35.573966,51.296606,35.591481,51.464584,1370000,1370000,1515000,1515000,1722179392,FALSE,26102.20495,2119.658
35.518826,51.404101,35.675857,51.414182,1110000,1110000,1355000,1355000,1722180638,FALSE,22746.1871,2224.02
35.541306,51.366629,35.627918,51.431094,870000,870000,1135000,1135000,1722180666,FALSE,19137.13339,1292.747
35.691601,51.111928,35.747652,51.032598,800000,800000,555000,555000,1722180792,FALSE,14769.00234,1403.877
35.688448,51.189046,35.742004,51.012471,1610000,1610000,1515000,1515000,1722181018,FALSE,28308.67149,2360.578
35.812275,51.011567,35.533522,51.538268,3370000,3370000,2765000,2765000,1722200813,FALSE,74250.07978,3993.749
35.596309,51.150261,35.679653,51.501229,2240000,2240000,1345000,1345000,1722237528,FALSE,49677.55673,3380.882
35.800055,51.275618,35.659958,51.087121,2050000,2050000,1745000,1745000,1722237651,FALSE,44088.20599,3080.775999
35.754563,51.583754,35.685749,51.166144,2380000,2380000,2685000,2685000,1722237708,FALSE,50414.5633,4221.555
35.723336,51.366621,35.615032,51.52892,2010000,2010000,2565000,2565000,1722237848,FALSE,32600.76024,3666.801
35.730696,51.350612,35.555303,51.476483,1550000,1550000,2715000,2715000,1722237890,FALSE,37525.746,2815.18
35.58295,51.380144,35.531957,51.683849,1670000,1670000,,,1722237970,FALSE,38218.066,3036.100999
35.79931,51.433878,35.710659,51.349921,1560000,1560000,1925000,1925000,1722238012,FALSE,20995.488,1883.269999
35.513775,51.386818,35.665506,51.274276,1310000,1310000,1345000,1345000,1722238069,FALSE,25921.19395,1597.077999
35.814009,51.474472,35.823016,51.405959,1190000,1190000,1525000,1525000,1722238073,FALSE,10840.14956,2963.756
35.653572,51.431675,35.685946,51.456295,820000,820000,875000,875000,1722238293,FALSE,8560.899403,1043.7
35.761837,51.677188,35.633714,51.382152,1660000,1660000,2225000,2225000,1722238350,FALSE,40144.32752,3231.915999
35.656499,51.521346,35.686385,51.465446,870000,870000,665000,665000,1722238418,FALSE,9660.431846,1207.758
35.555309,51.092426,35.511731,51.460337,1670000,1670000,2545000,2545000,1722238417,FALSE,52142.26338,3447.793
35.71089,51.456494,35.813752,51.000138,3240000,3240000,2745000,2745000,1722238540,TRUE,54529.96146,3901.617999
35.790316,51.252629,35.864979,51.565778,2490000,2490000,,,1722238601,FALSE,51684.83847,4412.756
35.664552,51.160075,35.548081,51.589741,1690000,1690000,2315000,2315000,1722238663,FALSE,53914.98664,3337.272
35.740878,51.288361,35.52119,51.650356,2400000,2400000,4005000,4005000,1722238844,FALSE,60509.21072,3799.144
35.545765,51.301358,35.81863,51.462263,2240000,2240000,2455000,2455000,1722238905,FALSE,51971.41571,4813.221
35.524547,51.452721,35.552827,51.349383,700000,700000,1005000,1005000,1722240156,FALSE,19040.51373,1673.364999
35.554511,51.417206,35.573999,51.021356,2170000,2170000,2305000,2305000,1722240225,FALSE,55426.94291,3161.582
35.779076,51.013977,35.721286,51.40374,1970000,1970000,1565000,1565000,1722240222,FALSE,42930.20973,3311.202
35.742075,51.6529,35.906913,51.029877,2650000,2650000,3665000,3665000,1722240354,FALSE,80228.4718,5134.994
35.67798,51.316374,35.811201,51.427659,2060000,2060000,1535000,1535000,1722240416,FALSE,39245.30057,3576.353999
35.784571,51.449429,35.722794,51.674336,1400000,1400000,2385000,2385000,1722240591,FALSE,30509.47592,3698.918
35.518023,51.628266,35.774975,51.377733,2500000,2500000,2575000,2575000,1722240632,FALSE,51199.49312,4198.784
35.796301,51.422645,35.616666,51.402332,1120000,1120000,2155000,2155000,1722240717,FALSE,26334.87956,2534.324999
35.832644,51.044766,35.651201,51.265516,1580000,1580000,,,1722240759,FALSE,40332.72388,2095.434999
35.792784,51.304063,35.532419,51.488792,2580000,2580000,3025000,3025000,1722240847,FALSE,48057.75475,3561.08
35.740038,51.686365,35.544708,51.634339,1820000,1820000,2965000,2965000,1722240904,FALSE,64658.19502,4284.964
35.696628,51.208591,35.544498,51.40349,1140000,1140000,1145000,1145000,1722240911,FALSE,33729.19087,2232.951
35.674829,51.125741,35.584668,51.421729,1020000,1020000,1785000,1785000,1722241076,FALSE,40534.6497,2556.219
35.563268,51.595458,35.74981,51.307754,1850000,1850000,2575000,2575000,1722241140,FALSE,56292.98562,3386.933999
35.668962,51.113019,35.721437,51.173105,380000,380000,525000,525000,1722241526,FALSE,11332.1854,909.770999
35.68046,51.229654,35.60045,51.086328,1150000,1150000,1445000,1445000,1722241588,FALSE,30715.53149,2063.888
35.620456,51.55893,35.704761,51.05111,2480000,2480000,2505000,2505000,1722242654,FALSE,,
35.627799,51.48558,35.671849,51.477277,570000,570000,625000,625000,1722243201,FALSE,8657.789495,857.168999
35.721407,51.018727,35.538337,51.45879,2040000,2040000,2585000,2585000,1722243324,FALSE,69014.25908,4275.949
35.566886,51.016575,35.595163,51.172225,1580000,1580000,1365000,1365000,1722243507,FALSE,43422.74712,2628.638
35.920408,51.51192,35.750366,51.651075,3140000,3140000,,,1722243571,FALSE,64977.70121,4943.802999
35.780423,51.455682,35.580598,51.357789,1830000,1830000,3055000,3055000,1722243633,FALSE,35138.79608,3232.122999
35.596612,51.699285,35.557982,51.295074,2990000,2990000,,,1722243696,FALSE,62305.74501,5492.005
35.716306,51.412794,35.790826,51.517517,1530000,1530000,1865000,1865000,1722243941,FALSE,19576.00926,1600.29
35.578404,51.226977,35.585164,51.170218,710000,710000,845000,845000,1722244003,FALSE,14309.46605,1603.388
35.549143,51.164559,35.762471,51.01546,1630000,1630000,1495000,1495000,1722244064,FALSE,37758.54643,3496.723999
35.677385,51.042707,35.53664,51.345889,1390000,1390000,1325000,1325000,1722244127,FALSE,53405.67015,2891.286
35.561282,51.562563,35.64155,51.138245,1760000,1760000,2465000,2465000,1722244311,FALSE,51740.07351,3206.602
35.73986,51.284634,35.608137,51.411783,1240000,1240000,2145000,2145000,1722244793,FALSE,31442.50155,1650.497999
35.730265,51.522965,35.525699,51.079353,2430000,2430000,3805000,3805000,1722245037,FALSE,58520.76748,3571.752
35.6923,51.54081,35.532847,51.07045,2270000,2270000,2325000,2325000,1722245404,FALSE,58773.0809,4391.065999
35.742785,51.470101,35.81772,51.652987,1940000,1940000,2375000,2375000,1722245648,FALSE,29143.29535,2043.735999
35.622371,51.343456,35.725302,51.520937,1660000,1660000,1805000,1805000,1722245954,FALSE,26947.84317,2420.802
35.789618,51.277045,35.654284,51.183465,1340000,1340000,1225000,1225000,1722246503,FALSE,25743.78385,2155.308999
35.714727,51.338564,35.511165,51.635855,2200000,2200000,2855000,2855000,1722246565,FALSE,45350.40888,3450.609999
35.689964,51.471688,35.704348,51.572534,820000,820000,1015000,1015000,1722246627,FALSE,13773.32823,1153.54
35.763979,51.582567,35.801331,51.031112,2890000,2890000,3555000,3555000,1722246811,FALSE,61316.5744,3949.596
35.6611,51.11872,35.564441,51.362377,1450000,1450000,1535000,1535000,1722246874,FALSE,38228.04673,2653.980999
35.629335,51.60095,35.791384,51.351137,1770000,1770000,1655000,1655000,1722247789,FALSE,,
35.72011,51.118638,35.618629,51.446563,1260000,1260000,1155000,1155000,1722248033,FALSE,36974.83883,2323.023
35.645714,51.244129,35.561084,51.243997,510000,510000,855000,855000,1722248270,FALSE,13762.04624,1189.94
35.590281,51.2842,35.82602,51.016433,2230000,2230000,2065000,2065000,1722248332,TRUE,47045.36673,3023.02
35.605816,51.650063,35.555336,51.176785,4050000,4050000,,,1722248637,FALSE,,
35.800378,51.332574,35.655504,51.152367,1750000,1750000,2105000,2105000,1722248699,FALSE,33608.45902,2654.023999
35.80575,51.48316,35.592222,51.582641,2350000,2350000,3025000,3025000,1722248821,FALSE,,
35.70038,51.598127,35.754816,51.108521,2290000,2290000,2245000,2245000,1722248944,FALSE,50586.77113,4356.514
35.81521,51.601362,35.566453,51.189402,2490000,2490000,2715000,2715000,1722249372,FALSE,71595.14374,4592.742
35.646686,51.101896,35.813127,51.37264,1960000,1960000,1575000,1575000,1722249435,FALSE,46838.188,3550.154999
35.752668,51.229598,35.507019,51.296917,1420000,1420000,2015000,2015000,1722249500,FALSE,45099.20713,2332.843999
35.597655,51.075803,35.664697,51.07826,620000,620000,765000,765000,1722250354,FALSE,10918.44748,1251.385
35.600261,51.347139,35.623762,51.292202,780000,780000,815000,815000,1722250417,TRUE,11734.17504,1195.611
35.783446,51.401833,35.721371,51.552919,2480000,2480000,1755000,1755000,1722250479,FALSE,27535.93152,2803.212
35.519699,51.654448,35.655654,51.491824,1230000,1230000,1345000,1345000,1722251029,FALSE,25116.64697,1763.651
35.562176,51.041813,35.786364,51.053187,1520000,1520000,2205000,2205000,1722251213,FALSE,49648.80718,2997.088
35.764516,51.214007,35.657036,51.581095,2350000,2350000,2515000,2515000,1722251336,FALSE,,
35.936724,51.505873,35.655084,51.115329,4480000,4480000,,,1722251933,FALSE,77084.53972,5398.973999
35.734624,51.677851,35.651724,51.49862,1160000,1160000,1325000,1325000,1722252513,FALSE,26339.79287,1560.312999
35.513282,51.17097,35.692755,51.297404,1500000,1500000,1395000,1395000,1722252575,FALSE,37715.70123,2288.401999
35.557082,51.106892,35.633481,51.42736,1630000,1630000,1705000,1705000,1722252880,FALSE,40944.19596,2302.525
35.592543,51.023415,35.817287,51.532888,3040000,3040000,2505000,2505000,1722253062,FALSE,75985.90833,5485.602
35.758055,51.332033,35.632782,51.064206,1250000,1460000,2415000,2415000,1722253186,FALSE,36941.67491,2624.532
35.612601,51.157735,35.723131,51.636209,2760000,2760000,2815000,2815000,1722253368,FALSE,62861.75503,3661.539
35.579393,51.69033,35.545253,51.644661,1280000,1280000,,,1722253491,FALSE,18000.73255,1865.115999
35.712571,51.268399,35.605258,51.305323,780000,780000,1505000,1505000,1722253552,FALSE,21460.12983,1285.789
35.625585,51.510004,35.518567,51.640037,800000,930000,1695000,1695000,1722253798,FALSE,24595.40834,1551.89
35.60372,51.379236,35.688241,51.635895,1880000,1880000,1955000,1955000,1722253920,FALSE,,
35.770891,51.590785,35.571226,51.038331,3130000,3130000,2795000,2795000,1722254381,FALSE,81272.0309,4899.466
35.780905,51.429175,35.670528,51.196814,2040000,2040000,2165000,2165000,1722254439,FALSE,34312.22219,2518.276999
35.688441,51.188335,35.613121,51.011922,1330000,1330000,1535000,1535000,1722254498,FALSE,24625.54964,2111.281999
35.650078,51.441352,35.747953,51.673869,2120000,2120000,2215000,2215000,1722254501,FALSE,32605.61244,2172.906
35.81547,51.452888,35.783144,51.377288,690000,810000,865000,865000,1722254507,FALSE,12047.8792,1721.797999
35.547166,51.169542,35.602266,51.528772,2220000,2220000,2105000,2105000,1722254587,FALSE,47453.53681,2873.726999
35.810902,51.495129,35.778756,51.468211,720000,720000,715000,715000,1722254618,FALSE,7561.24626,843.108999
35.702788,51.171692,35.690872,51.296365,900000,1050000,795000,795000,1722254681,TRUE,14213.84103,911.801
35.733662,51.634128,35.713114,51.270391,1710000,1710000,1755000,1755000,1722254684,FALSE,44665.87211,2864.976999
